,Sales_in_thousands,four_year_resale_value,Price_in_thousands,Engine_size,Horsepower,Wheelbase,Width,Length,Curb_weight,Fuel_capacity,Fuel_efficiency,Power_perf_factor,Manufacturer_Audi,Manufacturer_BMW,Manufacturer_Buick,Manufacturer_Cadillac,Manufacturer_Chevrolet,Manufacturer_Chrysler,Manufacturer_Dodge,Manufacturer_Ford,Manufacturer_Honda,Manufacturer_Hyundai,Manufacturer_Infiniti,Manufacturer_Jaguar,Manufacturer_Jeep,Manufacturer_Lexus,Manufacturer_Lincoln,Manufacturer_Mercedes_B,Manufacturer_Mercury,Manufacturer_Mitsubishi,Manufacturer_Nissan,Manufacturer_Oldsmobile,Manufacturer_Plymouth,Manufacturer_Pontiac,Manufacturer_Porsche,Manufacturer_Saab,Manufacturer_Saturn,Manufacturer_Subaru,Manufacturer_Toyota,Manufacturer_Volkswagen,Manufacturer_Volvo,Vehicle_type_Passenger,ln_sales_in_thousands
Manufacturer_Hyundai,-0.0012046886170166574,-0.19663770170271208,-0.17491479707183225,-0.15436521539510886,-0.15423472514962494,-0.12796357964851185,-0.12547293481196445,-0.12541691852206624,-0.16863769949610832,-0.1331698340024759,0.137665048143587,-0.1592945338940964,-0.01948051948051963,-0.019480519480519626,-0.022567556955543362,-0.025314157340492117,-0.03441839892595487,-0.030151134457776622,-0.03831070831790985,-0.03831070831790984,-0.025314157340492145,1.0,-0.011174753906691938,-0.011174753906691938,-0.019480519480519588,-0.02782194056332852,-0.019480519480519584,-0.03441839892595501,-0.027821940563328533,-0.030151134457776566,-0.030151134457776535,-0.027821940563328557,-0.022567556955543272,-0.027821940563328557,-0.019480519480519563,-0.01585438556627548,-0.025314157340492166,-0.01585438556627547,-0.034418398925955156,-0.02782194056332857,-0.027821940563328575,0.08297804542942092,0.05476671229112694
Manufacturer_Infiniti,-0.04130455243690636,0.03738525491956266,0.021631438697828298,-0.003463867764528991,0.06404544677105355,0.011718084868685091,-0.022176378091649584,0.038208665911080034,-0.0036848203936093527,0.016728149493321732,0.024934373933624274,0.054989023108011105,-0.011174753906691965,-0.011174753906691965,-0.012945593956343537,-0.014521146569944075,-0.0197436797434746,-0.017295817388759096,-0.021976453855442942,-0.021976453855442942,-0.01452114656994407,-0.011174753906691938,1.0,-0.0064102564102563675,-0.011174753906691932,-0.01595970473542595,-0.011174753906691924,-0.019743679743474605,-0.015959704735425937,-0.017295817388759065,-0.017295817388759033,-0.015959704735425916,-0.012945593956343633,-0.01595970473542591,-0.011174753906691861,-0.009094667994973358,-0.01452114656994418,-0.009094667994973356,-0.019743679743474605,-0.015959704735425892,-0.015959704735425885,0.0475993075163797,-0.010546762545179094
Manufacturer_Jaguar,-0.05648422086536476,-4.1425475750140176e-17,0.11564997391229817,-0.003463867764528991,0.08380720653548059,0.0833598780734402,0.010504600148675996,0.023788702686335043,0.037493392525611395,0.014380603044691811,-0.05611878882686403,0.08859528451326151,-0.011174753906691965,-0.011174753906691964,-0.01294559395634354,-0.014521146569944075,-0.0197436797434746,-0.01729581738875909,-0.021976453855442942,-0.021976453855442942,-0.014521146569944073,-0.011174753906691938,-0.0064102564102563675,1.0,-0.011174753906691932,-0.01595970473542595,-0.011174753906691924,-0.019743679743474605,-0.015959704735425937,-0.017295817388759065,-0.017295817388759033,-0.015959704735425916,-0.012945593956343633,-0.01595970473542591,-0.011174753906691861,-0.009094667994973358,-0.01452114656994418,-0.009094667994973356,-0.019743679743474605,-0.015959704735425892,-0.015959704735425885,0.0475993075163797,-0.039732466440960776
Manufacturer_Jeep,0.1565818512032475,-0.02821080073797154,-0.06643547813556364,0.06573259861284893,-0.04381832408430616,-0.14206410729494715,-0.0685014400865318,-0.2130499718987632,0.0008014470881609099,0.08372670881251901,-0.18025290252624623,-0.047794358404647304,-0.019480519480519626,-0.019480519480519626,-0.022567556955543352,-0.025314157340492114,-0.03441839892595488,-0.030151134457776615,-0.03831070831790984,-0.038310708317909836,-0.025314157340492142,-0.019480519480519588,-0.011174753906691932,-0.011174753906691932,1.0,-0.027821940563328516,-0.019480519480519584,-0.03441839892595501,-0.027821940563328526,-0.03015113445777656,-0.03015113445777652,-0.02782194056332855,-0.02256755695554327,-0.02782194056332855,-0.019480519480519556,-0.015854385566275477,-0.025314157340492166,-0.01585438556627547,-0.03441839892595515,-0.027821940563328568,-0.027821940563328568,-0.23476715292226413,0.14133303141839582
Manufacturer_Lexus,-0.12990411010917577,0.21454483952483508,0.2853169176724497,0.11779617105146474,0.23073339983959898,0.04403864349418108,0.051338252547335754,0.03454472604974491,0.18412248351793228,0.15890798420653895,-0.1481280303126331,0.24383474723256796,-0.02782194056332857,-0.02782194056332857,-0.03223082571820159,-0.03615350102147958,-0.04915611465907921,-0.04306163763446072,-0.054715083487674725,-0.05471508348767472,-0.03615350102147962,-0.02782194056332852,-0.01595970473542595,-0.01595970473542595,-0.027821940563328516,1.0,-0.027821940563328502,-0.04915611465907937,-0.0397350993377482,-0.04306163763446062,-0.04306163763446057,-0.03973509933774823,-0.032230825718201496,-0.03973509933774824,-0.02782194056332847,-0.02264312167517439,-0.036153501021479656,-0.02264312167517437,-0.04915611465907958,-0.039735099337748256,-0.039735099337748256,-0.0327584912155018,-0.13572381683301799
Manufacturer_Lincoln,-0.05649940080763319,0.06404845090952428,0.18796528133824816,0.2619067371851586,0.20793107034462072,0.1600900565572404,0.24755470922360528,0.23244714407201453,0.22705048635457017,0.14835232966698628,-0.15670342469885115,0.20442374281762105,-0.019480519480519622,-0.019480519480519622,-0.022567556955543324,-0.02531415734049211,-0.03441839892595489,-0.030151134457776615,-0.038310708317909836,-0.038310708317909836,-0.02531415734049214,-0.019480519480519584,-0.011174753906691924,-0.011174753906691924,-0.019480519480519584,-0.027821940563328502,1.0,-0.03441839892595501,-0.02782194056332852,-0.030151134457776542,-0.030151134457776504,-0.027821940563328543,-0.022567556955543265,-0.02782194056332855,-0.019480519480519556,-0.015854385566275473,-0.025314157340492163,-0.015854385566275466,-0.03441839892595515,-0.027821940563328557,-0.02782194056332856,-0.02293702068780735,-0.011799138821198039
Manufacturer_Mercedes_B,-0.18788096794864714,0.2442886604255828,0.38462090541870336,0.096411733496767,0.22171151955836438,-0.032319938927163526,-0.07469453186683749,-0.13646177178870594,0.12582052932078036,0.08205161183668495,-0.020285897929095936,0.2682970905867642,-0.03441839892595497,-0.034418398925954975,-0.03987261114144498,-0.04472533531206533,-0.060810810810810995,-0.053271360390343185,-0.06768778642378213,-0.06768778642378212,-0.0447253353120654,-0.03441839892595501,-0.019743679743474605,-0.019743679743474605,-0.03441839892595501,-0.04915611465907937,-0.03441839892595501,1.0,-0.04915611465907939,-0.05327136039034318,-0.05327136039034317,-0.049156114659079514,-0.03987261114144502,-0.04915611465907957,-0.03441839892595505,-0.028011705113493227,-0.04472533531206531,-0.02801170511349322,-0.06081081081081082,-0.04915611465907971,-0.049156114659079736,0.08422922903550421,-0.24115920221205187
Manufacturer_Mercury,-0.029718506697825834,-0.08283324812999088,-0.09915409395621418,0.02212682225719191,-0.07961218143879344,0.07760243376194056,0.07846034823272051,0.10535062671631477,0.033321430058900446,0.002683512862878994,-0.0051869380315887085,-0.08351867027138181,-0.02782194056332859,-0.02782194056332858,-0.032230825718201565,-0.03615350102147961,-0.049156114659079306,-0.043061637634460734,-0.05471508348767475,-0.054715083487674745,-0.03615350102147964,-0.027821940563328533,-0.015959704735425937,-0.015959704735425937,-0.027821940563328526,-0.0397350993377482,-0.02782194056332852,-0.04915611465907939,1.0,-0.04306163763446063,-0.0430616376344606,-0.039735099337748256,-0.03223082571820152,-0.03973509933774827,-0.027821940563328484,-0.022643121675174398,-0.03615350102147968,-0.022643121675174384,-0.04915611465907961,-0.03973509933774828,-0.03973509933774828,-0.032758491215501846,0.029255652233001122
Manufacturer_Mitsubishi,-0.10087055455528834,-0.08003119987929277,-0.08045917185547279,-0.053779705007719614,-0.08090606785704316,-0.13006017290030297,-0.13361681502319359,-0.08171652567015057,-0.045242212886247586,0.03156210077974204,-0.049880553934990746,-0.081953306191714,-0.030151134457776695,-0.03015113445777669,-0.03492912213303902,-0.03918019549846893,-0.05327136039034311,-0.0466666666666665,-0.05929571430685251,-0.05929571430685251,-0.03918019549846883,-0.030151134457776566,-0.017295817388759065,-0.017295817388759065,-0.03015113445777656,-0.04306163763446062,-0.030151134457776542,-0.05327136039034318,-0.04306163763446063,1.0,-0.04666666666666658,-0.043061637634460616,-0.03492912213303897,-0.0430616376344606,-0.03015113445777645,-0.024538755828982264,-0.03918019549846895,-0.024538755828982246,-0.05327136039034321,-0.04306163763446058,-0.04306163763446058,-0.012082260403600432,-0.11487619325191717
Manufacturer_Nissan,0.054337699043978144,-0.07264247258463373,-0.07678223724206623,-0.028389031399308356,-0.06508580566192858,-0.004014238115156302,-0.07063245777320337,-0.019418706937630592,0.01484512707753467,0.026132935113005466,-0.08112246671989598,-0.06828435835486142,-0.030151134457776663,-0.030151134457776653,-0.034929122133038955,-0.03918019549846899,-0.05327136039034312,-0.04666666666666651,-0.05929571430685236,-0.05929571430685235,-0.039180195498468885,-0.030151134457776535,-0.017295817388759033,-0.017295817388759033,-0.03015113445777652,-0.04306163763446057,-0.030151134457776504,-0.05327136039034317,-0.0430616376344606,-0.04666666666666658,1.0,-0.04306163763446066,-0.03492912213303895,-0.04306163763446065,-0.03015113445777648,-0.024538755828982253,-0.039180195498468975,-0.02453875582898224,-0.053271360390343206,-0.04306163763446063,-0.04306163763446062,-0.15259447398621262,0.12463211692301576
Manufacturer_Oldsmobile,-0.07479423680017551,-0.0018386631764278287,-0.013588339079651146,0.08362854648208179,0.01942085974150667,0.09630225976826369,0.005811877646868185,0.09612591430552944,0.07104596472353472,0.02411414961773807,-0.03235011351280325,0.012789073475258537,-0.027821940563328606,-0.027821940563328606,-0.032230825718201524,-0.036153501021479635,-0.04915611465907943,-0.04306163763446071,-0.054715083487674794,-0.054715083487674794,-0.036153501021479684,-0.027821940563328557,-0.015959704735425916,-0.015959704735425916,-0.02782194056332855,-0.03973509933774823,-0.027821940563328543,-0.049156114659079514,-0.039735099337748256,-0.043061637634460616,-0.04306163763446066,1.0,-0.03223082571820154,-0.0397350993377483,-0.027821940563328505,-0.022643121675174415,-0.03615350102147969,-0.0226431216751744,-0.049156114659079646,-0.039735099337748304,-0.039735099337748304,-0.0327584912155019,-0.06770954545960865
Manufacturer_Plymouth,-0.11208817564651635,-0.12731855869475434,-0.05345782842613172,-0.09429697821364813,-0.055622849560431814,0.06100198410665757,0.16382055784980296,-0.1121255541940237,-0.10794894738388033,-0.12622265748114048,0.06058577676430632,-0.056693695888490485,-0.022567556955543334,-0.022567556955543328,-0.026143790849673235,-0.02932563929490768,-0.039872611141445004,-0.03492912213303897,-0.04438172672121036,-0.04438172672121035,-0.02932563929490768,-0.022567556955543272,-0.012945593956343633,-0.012945593956343633,-0.02256755695554327,-0.032230825718201496,-0.022567556955543265,-0.03987261114144502,-0.03223082571820152,-0.03492912213303897,-0.03492912213303895,-0.03223082571820154,1.0,-0.03223082571820153,-0.022567556955543223,-0.018366797128785927,-0.029325639294907724,-0.01836679712878592,-0.03987261114144502,-0.032230825718201496,-0.03223082571820149,0.004102998951338583,-0.1374388101837308
Manufacturer_Pontiac,0.0715204678677547,-0.07276942128654353,-0.060521215604758906,0.08021178402514348,0.000497348687946148,0.053628297856398076,0.0426204360770335,0.0943806984440296,0.011075050058138303,0.007554112125346962,0.0536711587900179,-0.011294823915736144,-0.02782194056332862,-0.02782194056332862,-0.03223082571820151,-0.03615350102147966,-0.049156114659079486,-0.04306163763446071,-0.05471508348767481,-0.05471508348767481,-0.036153501021479705,-0.027821940563328557,-0.01595970473542591,-0.01595970473542591,-0.02782194056332855,-0.03973509933774824,-0.02782194056332855,-0.04915611465907957,-0.03973509933774827,-0.0430616376344606,-0.04306163763446065,-0.0397350993377483,-0.03223082571820153,1.0,-0.027821940563328526,-0.022643121675174425,-0.0361535010214797,-0.022643121675174408,-0.04915611465907964,-0.039735099337748325,-0.03973509933774833,0.042875084090877556,0.10775668443438409
Manufacturer_Porsche,-0.13512845586999203,0.34742102516176315,0.27828277457603157,0.01788524774155384,0.2317810129747294,-0.27836920787715635,-0.059006190965626495,-0.14671419444229916,-0.09506646069954566,-0.03222427319549691,-0.06250551338927088,0.2601861744005887,-0.0194805194805196,-0.019480519480519598,-0.022567556955543206,-0.025314157340492104,-0.034418398925954996,-0.030151134457776525,-0.0383107083179098,-0.038310708317909795,-0.025314157340492135,-0.019480519480519563,-0.011174753906691861,-0.011174753906691861,-0.019480519480519556,-0.02782194056332847,-0.019480519480519556,-0.03441839892595505,-0.027821940563328484,-0.03015113445777645,-0.03015113445777648,-0.027821940563328505,-0.022567556955543223,-0.027821940563328526,1.0,-0.01585438556627546,-0.025314157340492114,-0.01585438556627545,-0.034418398925955086,-0.027821940563328536,-0.027821940563328543,0.08297804542942092,-0.24581352894705594
Manufacturer_Saab,-0.09271094651517864,-5.87731479630898e-17,0.03214043797734055,-0.10421390214743707,-0.01589198287230329,-0.045672136694656806,-0.0712060541088478,-0.01398604414019461,-0.0444922704367059,-0.0029116274635496127,-0.022121728205578506,-0.008480362068898045,-0.01585438556627552,-0.015854385566275518,-0.018366797128785913,-0.020602141085758204,-0.028011705113493227,-0.024538755828982267,-0.031179494037448515,-0.031179494037448508,-0.0206021410857582,-0.01585438556627548,-0.009094667994973358,-0.009094667994973358,-0.015854385566275477,-0.02264312167517439,-0.015854385566275473,-0.028011705113493227,-0.022643121675174398,-0.024538755828982264,-0.024538755828982253,-0.022643121675174415,-0.018366797128785927,-0.022643121675174425,-0.01585438556627546,1.0,-0.02060214108575821,-0.01290322580645167,-0.028011705113493254,-0.022643121675174405,-0.022643121675174394,0.06753238418972977,-0.0924502430259538
Manufacturer_Saturn,-0.051628653896781916,-0.10862682807277602,-0.1936694440014608,-0.1906433190962641,-0.22475636495963267,-0.08496402117106108,-0.19618528471680213,-0.060168608225329594,-0.22483173076176155,-0.28117940026518107,0.3043568197275006,-0.2200735190608343,-0.025314157340492152,-0.02531415734049216,-0.029325639294907682,-0.032894736842105345,-0.044725335312065205,-0.03918019549846903,-0.04978323597351053,-0.04978323597351053,-0.03289473684210529,-0.025314157340492166,-0.01452114656994418,-0.01452114656994418,-0.025314157340492166,-0.036153501021479656,-0.025314157340492163,-0.04472533531206531,-0.03615350102147968,-0.03918019549846895,-0.039180195498468975,-0.03615350102147969,-0.029325639294907724,-0.0361535010214797,-0.025314157340492114,-0.02060214108575821,1.0,-0.020602141085758214,-0.04472533531206525,-0.03615350102147974,-0.036153501021479746,0.10782665728741936,-0.036460376047811
Manufacturer_Subaru,-0.015887838518237704,-5.877314796308979e-17,-0.0500345172960283,-0.06332588233426856,-0.04285097948038628,-0.09567398354076279,-0.10763705853663047,-0.05831297911392285,-0.018885076254345667,-0.04620974292517056,0.021001640701498566,-0.04518169968586456,-0.015854385566275508,-0.015854385566275504,-0.018366797128785906,-0.020602141085758214,-0.02801170511349322,-0.024538755828982253,-0.031179494037448508,-0.0311794940374485,-0.020602141085758214,-0.01585438556627547,-0.009094667994973356,-0.009094667994973356,-0.01585438556627547,-0.02264312167517437,-0.015854385566275466,-0.02801170511349322,-0.022643121675174384,-0.024538755828982246,-0.02453875582898224,-0.0226431216751744,-0.01836679712878592,-0.022643121675174408,-0.01585438556627545,-0.01290322580645167,-0.020602141085758214,1.0,-0.02801170511349325,-0.02264312167517441,-0.0226431216751744,-0.06176742456377729,0.0353185940214502
Manufacturer_Toyota,0.14210751395114515,-0.005622004322142911,-0.0958538922987374,-0.10647762515532087,-0.11331433008947113,-0.09480008439200481,-0.11224151579990004,-0.10150655344610995,-0.07214463169572298,-0.002806058135399175,0.09066738175412813,-0.11162185491056585,-0.03441839892595512,-0.03441839892595513,-0.039872611141444976,-0.04472533531206523,-0.060810810810810884,-0.05327136039034321,-0.06768778642378188,-0.06768778642378188,-0.0447253353120653,-0.034418398925955156,-0.019743679743474605,-0.019743679743474605,-0.03441839892595515,-0.04915611465907958,-0.03441839892595515,-0.06081081081081082,-0.04915611465907961,-0.05327136039034321,-0.053271360390343206,-0.049156114659079646,-0.03987261114144502,-0.04915611465907964,-0.034418398925955086,-0.028011705113493254,-0.04472533531206525,-0.02801170511349325,1.0,-0.04915611465907966,-0.04915611465907969,-0.16527999659797035,0.14799735041657597
Manufacturer_Volkswagen,-0.051707915992120775,-0.059417138680255534,-0.15269303177004515,-0.22046331218542933,-0.2423543764994143,-0.21248461069512367,-0.18307414587634813,-0.29804355384181913,-0.16334544550893526,-0.1804510194059171,0.12093755515756842,-0.22689328205814419,-0.027821940563328623,-0.027821940563328623,-0.03223082571820147,-0.03615350102147973,-0.04915611465907961,-0.04306163763446069,-0.05471508348767486,-0.054715083487674857,-0.03615350102147977,-0.02782194056332857,-0.015959704735425892,-0.015959704735425892,-0.027821940563328568,-0.039735099337748256,-0.027821940563328557,-0.04915611465907971,-0.03973509933774828,-0.04306163763446058,-0.04306163763446063,-0.039735099337748304,-0.032230825718201496,-0.039735099337748325,-0.027821940563328536,-0.022643121675174405,-0.03615350102147974,-0.02264312167517441,-0.04915611465907966,1.0,-0.039735099337748395,0.11850865939725735,-0.035501740143283785
Manufacturer_Volvo,-0.15366263295908938,-9.524187764940471e-17,0.07963085084177447,-0.1521280630466628,-0.010225974242404848,-0.08686013855008089,-0.09202139607541332,-0.057951714609752965,-0.028258325055428846,0.002683512862879002,0.036854559698130326,0.004014256873123562,-0.027821940563328623,-0.027821940563328623,-0.03223082571820146,-0.036153501021479746,-0.049156114659079646,-0.04306163763446068,-0.05471508348767488,-0.05471508348767487,-0.03615350102147979,-0.027821940563328575,-0.015959704735425885,-0.015959704735425885,-0.027821940563328568,-0.039735099337748256,-0.02782194056332856,-0.049156114659079736,-0.03973509933774828,-0.04306163763446058,-0.04306163763446062,-0.039735099337748304,-0.03223082571820149,-0.03973509933774833,-0.027821940563328543,-0.022643121675174394,-0.036153501021479746,-0.0226431216751744,-0.04915611465907969,-0.039735099337748395,1.0,0.1185086593972574,-0.1646174540088999
Vehicle_type_Passenger,-0.23163416633551917,0.027405704447486183,0.013204305659460657,-0.28192281696853244,-0.016864566494103388,-0.3724333327387416,-0.24394066392153868,-0.133487010512032,-0.5159794442298884,-0.5894491268691983,0.5973795014708057,-0.012568869308625833,0.08297804542942087,0.08297804542942089,0.09612740400278891,0.025247217316078565,0.14660653544387178,0.0581738463877054,-0.17765923948827536,-0.1208517026254255,-0.13991166262660187,0.08297804542942092,0.0475993075163797,0.0475993075163797,-0.23476715292226413,-0.0327584912155018,-0.02293702068780735,0.08422922903550421,-0.032758491215501846,-0.012082260403600432,-0.15259447398621262,-0.0327584912155019,0.004102998951338583,0.042875084090877556,0.08297804542942092,0.06753238418972977,0.10782665728741936,-0.06176742456377729,-0.16527999659797035,0.11850865939725735,0.1185086593972574,1.0,-0.26815967750296565
ln_sales_in_thousands,0.8651266833420309,-0.4382842188561287,-0.5492648968115081,-0.11170596661722319,-0.3880867411100573,0.24692734489165857,0.03538547843222715,0.20056847437112835,-0.053979711205500096,-0.029684808923707035,0.13783375637148143,-0.42899287160713573,-0.13146925094718434,-0.07457042798328205,0.09456402628888277,-0.08113913221128138,0.10607050632146058,-0.018732567617124725,0.09692689203960038,0.33055629009786175,0.14744818562263556,0.05476671229112694,-0.010546762545179094,-0.039732466440960776,0.14133303141839582,-0.13572381683301799,-0.011799138821198039,-0.24115920221205187,0.029255652233001122,-0.11487619325191717,0.12463211692301576,-0.06770954545960865,-0.1374388101837308,0.10775668443438409,-0.24581352894705594,-0.0924502430259538,-0.036460376047811,0.0353185940214502,0.14799735041657597,-0.035501740143283785,-0.1646174540088999,-0.26815967750296565,1.0
